date,title,summary,link
2026-03-24,伊朗戰爭衝擊美國股市 川普宣布「寬限期」市場反彈 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMi2wJBVV95cUxNRTdzTV9VV05FaGtKcDNjYWRjTW9wQ29iMGR6NkRFQU5hNGhVMUFIX0h0X2ppcUttaUJfMGtYa1BfM1JYb21WczVIQTAxZ1lZMnc3X0drNG5LY3U5LWJGdE5Qd0xmT3k5MFBFX0tYVjBfckZtUjhfZFk3Y1pCSTYweDA1d3h3N0Z0dVJDcFl1bkF0anFvWkZvRndpdEt3SnZ0NFJsVzlXLUczb3pudzNXZ0d5RU1ibURqb3p4djQzaTc4d2FUajJCYzNUVHJLbGp0VEFEbXZ3T25OZnNvaWxCRW1qMkFVVVFyZWlaVEltZk9nMUExVzYtQ0llN21JU3VicDhxenRfT1g3ZXZMbWNmQTNfcV9mOUFWTUFRRUV6RUpQLVlaeXNabzdfWlIzRGw4Y2p6S3EyNUc5dGF1SVBiM0R2T25TV2htcFl3R0ZfU0c4UmY0Tk1fbXl1cw?oc=5"" target=""_blank"">伊朗戰爭衝擊美國股市 川普宣布「寬限期」市場反彈</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",https://news.google.com/rss/articles/CBMi2wJBVV95cUxNRTdzTV9VV05FaGtKcDNjYWRjTW9wQ29iMGR6NkRFQU5hNGhVMUFIX0h0X2ppcUttaUJfMGtYa1BfM1JYb21WczVIQTAxZ1lZMnc3X0drNG5LY3U5LWJGdE5Qd0xmT3k5MFBFX0tYVjBfckZtUjhfZFk3Y1pCSTYweDA1d3h3N0Z0dVJDcFl1bkF0anFvWkZvRndpdEt3SnZ0NFJsVzlXLUczb3pudzNXZ0d5RU1ibURqb3p4djQzaTc4d2FUajJCYzNUVHJLbGp0VEFEbXZ3T25OZnNvaWxCRW1qMkFVVVFyZWlaVEltZk9nMUExVzYtQ0llN21JU3VicDhxenRfT1g3ZXZMbWNmQTNfcV9mOUFWTUFRRUV6RUpQLVlaeXNabzdfWlIzRGw4Y2p6S3EyNUc5dGF1SVBiM0R2T25TV2htcFl3R0ZfU0c4UmY0Tk1fbXl1cw?oc=5
2026-03-20,拾荒老兵趙衍慶病逝享耆壽91歲 擁「台積電股票」身後財產流向曝 - Yahoo新聞,"<a href=""https://news.google.com/rss/articles/CBMikgNBVV95cUxPY0s4Tjk0NGtHb2NaTDUyR3BZM2JLNEJxMkN0Ri0wTHEyZUpkbG93VjEzWmZ1M1FUVUxlZWE5TzB1cmE5b3NRTkJzRkUyRHVZQU1EZ01VN2hUdWtfVklURU1NUkFWbm1YcDZVZUo4TV9wakxIT0RSaThld3FtcGgzUlZ5a0NydjJwSWhvak1IODlpaGRuaHcwZGl3RDZwbXU0YW16QVBfYk52ZHNKVzRVdVlPcC11ZVQweGt5dURhdnJ4NWpiWHp0aGUyUDBNS0FsNTZnZXlTa0JXS1AxU3hQRjgwMldiMnJxWHVsSFdRRV9hQVVFcFl3amY1TmE2WVltT2FWc29kMWprcmF2U2kwd3Azcl9ZX093Y2ZSZjNRbF9CWC1vYXJwRWhrLUROYWZmYVpnVXdOMXZGb0ZSdndHWUU1RkFLbTlRbEhGUDNKWEUzTFZJUXI2cjlmeE40SFdSQWMzOHc3MVllb2w4NWg3b1dEdUdxV3Radk43eTdCU1RLeFQ0VlJtVnNZMV9sbjJxYnc?oc=5"" target=""_blank"">拾荒老兵趙衍慶病逝享耆壽91歲 擁「台積電股票」身後財產流向曝</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo新聞</font>",https://news.google.com/rss/articles/CBMikgNBVV95cUxPY0s4Tjk0NGtHb2NaTDUyR3BZM2JLNEJxMkN0Ri0wTHEyZUpkbG93VjEzWmZ1M1FUVUxlZWE5TzB1cmE5b3NRTkJzRkUyRHVZQU1EZ01VN2hUdWtfVklURU1NUkFWbm1YcDZVZUo4TV9wakxIT0RSaThld3FtcGgzUlZ5a0NydjJwSWhvak1IODlpaGRuaHcwZGl3RDZwbXU0YW16QVBfYk52ZHNKVzRVdVlPcC11ZVQweGt5dURhdnJ4NWpiWHp0aGUyUDBNS0FsNTZnZXlTa0JXS1AxU3hQRjgwMldiMnJxWHVsSFdRRV9hQVVFcFl3amY1TmE2WVltT2FWc29kMWprcmF2U2kwd3Azcl9ZX093Y2ZSZjNRbF9CWC1vYXJwRWhrLUROYWZmYVpnVXdOMXZGb0ZSdndHWUU1RkFLbTlRbEhGUDNKWEUzTFZJUXI2cjlmeE40SFdSQWMzOHc3MVllb2w4NWg3b1dEdUdxV3Radk43eTdCU1RLeFQ0VlJtVnNZMV9sbjJxYnc?oc=5
2026-03-19,立委投資解密：立委愛買什麼股票？台積電竟然只排第二名 - Yahoo新聞,"<a href=""https://news.google.com/rss/articles/CBMiiwNBVV95cUxQTWMxTDd4RVRzeF8zSWxreHV6blpiLW5YRC1wUFpHM2c4MEcyU2dvUWd1MDNObDZSRzlKZTRFTWp0ZWJpM0JlZTRuWDNSaXhrdXJIM2RLX3hjM3dLRjhUOVBHLUZNNFNrdl81Z0tBN3REMV9Cb29KaDk3bENpWjJ0YThlQkVWY3dZWTVIWEFqOGVpUUNjdlNPOVBlWk5YLTdUa3RvNFFDU3kzLVR1cVRIX1d0X2xQeEVYVmRjeElZaXp5VHYtU2lhd0I4TU5nNkp5c0JQNTM2Vm03OXhrbjFDZGFDXzNxaWppUjhYZnh5aWRvX1N2S0Zua2std3hLVEdxSTZmcWprbnYyNEsyN0NZRlR5MlVDai1ZaHg2NVl4ZU5lZG1HcTNobUNFeG9zODFKR2k4TUwyTnprTDZ5OHprMnByV3Q5bVNKdUZTUDRNYlhaY3FrN3VsNGR3VnAyM0VjSE1LcnVobFIxaG5yQXl3UGhxcVo2YlZQbVBVZnoxMzJ2OUY4MWRNR0kxTQ?oc=5"" target=""_blank"">立委投資解密：立委愛買什麼股票？台積電竟然只排第二名</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo新聞</font>",https://news.google.com/rss/articles/CBMiiwNBVV95cUxQTWMxTDd4RVRzeF8zSWxreHV6blpiLW5YRC1wUFpHM2c4MEcyU2dvUWd1MDNObDZSRzlKZTRFTWp0ZWJpM0JlZTRuWDNSaXhrdXJIM2RLX3hjM3dLRjhUOVBHLUZNNFNrdl81Z0tBN3REMV9Cb29KaDk3bENpWjJ0YThlQkVWY3dZWTVIWEFqOGVpUUNjdlNPOVBlWk5YLTdUa3RvNFFDU3kzLVR1cVRIX1d0X2xQeEVYVmRjeElZaXp5VHYtU2lhd0I4TU5nNkp5c0JQNTM2Vm03OXhrbjFDZGFDXzNxaWppUjhYZnh5aWRvX1N2S0Zua2std3hLVEdxSTZmcWprbnYyNEsyN0NZRlR5MlVDai1ZaHg2NVl4ZU5lZG1HcTNobUNFeG9zODFKR2k4TUwyTnprTDZ5OHprMnByV3Q5bVNKdUZTUDRNYlhaY3FrN3VsNGR3VnAyM0VjSE1LcnVobFIxaG5yQXl3UGhxcVo2YlZQbVBVZnoxMzJ2OUY4MWRNR0kxTQ?oc=5
2026-03-19,這檔股強過台積電？專家：未來3年成長力驚人 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMitwJBVV95cUxQZ08tMDh5U0dQdURKVnBrTzBQTEc5V2IxRnBWR0wzeEFYWGQ4YWxxbzF2aXlCVG9rUVN4ZU5WbnFONHl0akNpODUzSzNsd1pSTmJpRy1SdnRKSEUwUC1IUHVUWDRQV3pRMUNXZXVhTGZlaWZES0JKYVNWTGJiUmdfaWpaZno4OEgyLW9LdGpKMVdBOE41bzVZdzJkMmJaUWhZVlBTSVN3ZGhweFBuQ0lDeDlFcmlqUjJ2WWpYVmt5UlJlOXJ5OVdwa0F2UHdtTDl5NEFfUkp3VWN6RW1VMk1Tc3dqWVhGcGxZeWVjY2FjMTNxU19TX2taOWl0QzhYSVQyZUp5VnByeVBjQ0dEUUhxM2ZQcWNUQXdwZGtpS29TQ1lMaHRoaS1QbXRmdlFYc2RuQ1N0LTVoZw?oc=5"" target=""_blank"">這檔股強過台積電？專家：未來3年成長力驚人</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",https://news.google.com/rss/articles/CBMitwJBVV95cUxQZ08tMDh5U0dQdURKVnBrTzBQTEc5V2IxRnBWR0wzeEFYWGQ4YWxxbzF2aXlCVG9rUVN4ZU5WbnFONHl0akNpODUzSzNsd1pSTmJpRy1SdnRKSEUwUC1IUHVUWDRQV3pRMUNXZXVhTGZlaWZES0JKYVNWTGJiUmdfaWpaZno4OEgyLW9LdGpKMVdBOE41bzVZdzJkMmJaUWhZVlBTSVN3ZGhweFBuQ0lDeDlFcmlqUjJ2WWpYVmt5UlJlOXJ5OVdwa0F2UHdtTDl5NEFfUkp3VWN6RW1VMk1Tc3dqWVhGcGxZeWVjY2FjMTNxU19TX2taOWl0QzhYSVQyZUp5VnByeVBjQ0dEUUhxM2ZQcWNUQXdwZGtpS29TQ1lMaHRoaS1QbXRmdlFYc2RuQ1N0LTVoZw?oc=5
2026-03-24,拾荒老兵竟是隱形富豪！趙衍慶91歲辭世 遺產「持有大量台積電」去向曝光 - Yahoo新聞,"<a href=""https://news.google.com/rss/articles/CBMitwNBVV95cUxOUWZEcEFycEZXR1U2VUpKZXlDSHpJcUQ2QWNjVlIzNEEwZld3N1h0VHdsWmxoRkJYWU9oMWJFdmtQbXhYRE1uU3dCbE9NYWNwd2hVNGxBaW9PNEhmdFRvZTItc3k2LXQtQ1VfNUZjNmE2Y2VlUU9VdmdQWlYtVXM4VkxWY1V4ZFRzaUtIUE9mTjRFN255MFlUZVNKYVVYR0Z4X3BsT0hPamdwR3FaNHZDVUk3czRUaGp6Ym42N1BvRTR1ejZrdkNpUDJkUGlpSzFnRVJXN21PSmNpRGFwQUxpcHpwMzZXcGV2SUc3S09yemVWcXZKRHo0MGRlb0VuMmRNOGJBbVZwN3hBX09zRHA0TnE2R2NOSEZpVlM3WU15MFlRd1h2TThTMnNJaWVDSGo3WVMxUVRieERFb0RaMnNWTUFqUUtmQmNSZVE2UGVuUjZRU2dmdGdhU1lqOVRRd21qb21Gd1A2N3dZb1JVWDI5RTVLVHJIZUphREp5NXlITmt5eDRKSHhLOEJmUFhzSEppSXgzd0NtbFJqYjF6djNHeXoxMFZzdDAyeGY0RjFuYklJOG93dnZr?oc=5"" target=""_blank"">拾荒老兵竟是隱形富豪！趙衍慶91歲辭世 遺產「持有大量台積電」去向曝光</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo新聞</font>",https://news.google.com/rss/articles/CBMitwNBVV95cUxOUWZEcEFycEZXR1U2VUpKZXlDSHpJcUQ2QWNjVlIzNEEwZld3N1h0VHdsWmxoRkJYWU9oMWJFdmtQbXhYRE1uU3dCbE9NYWNwd2hVNGxBaW9PNEhmdFRvZTItc3k2LXQtQ1VfNUZjNmE2Y2VlUU9VdmdQWlYtVXM4VkxWY1V4ZFRzaUtIUE9mTjRFN255MFlUZVNKYVVYR0Z4X3BsT0hPamdwR3FaNHZDVUk3czRUaGp6Ym42N1BvRTR1ejZrdkNpUDJkUGlpSzFnRVJXN21PSmNpRGFwQUxpcHpwMzZXcGV2SUc3S09yemVWcXZKRHo0MGRlb0VuMmRNOGJBbVZwN3hBX09zRHA0TnE2R2NOSEZpVlM3WU15MFlRd1h2TThTMnNJaWVDSGo3WVMxUVRieERFb0RaMnNWTUFqUUtmQmNSZVE2UGVuUjZRU2dmdGdhU1lqOVRRd21qb21Gd1A2N3dZb1JVWDI5RTVLVHJIZUphREp5NXlITmt5eDRKSHhLOEJmUFhzSEppSXgzd0NtbFJqYjF6djNHeXoxMFZzdDAyeGY0RjFuYklJOG93dnZr?oc=5
2026-03-23,0050 又見搶買潮！零股1天爆2288萬股 吸金近17億元 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMiuAJBVV95cUxQM1ctdXR1VFdqVGwxM3laS3dMU0NuU1o1dk45S1lUSHVHOEc5TmZtWmFkSG5fR1VTaHZsaVZTemFMYi1QZEhNV3FEQ09mMy1xeDZxV3g1R0h2bk83Y25xeFlBSGhRMFNNTUNYbVZ5TkZyaVE2SWg5VnZ6WlhaajdVSXJrV24zeEg1MDk2OFBTeV9vVjhTYVVzbkJLdVFnRUI2S0RVeWVMbkJOcHRkalhveTZqb3ptWG9QWFRLV0pwTlU3cHo3RkVhLUdXT1c3TXJ5c3RvWWZ6SFhHVkNJdmpvM05PVEdtSGx2TFN6Y05kWGVRWTZMcFhsOFJqWHNtdEpNY3lrdWd2SEhFYkNZTS1EMEJWRTM2aU80X2lteXVramw2TmVqdmJWeFhvTVA5ZVpSRGw3eVVDSTY?oc=5"" target=""_blank"">0050 又見搶買潮！零股1天爆2288萬股 吸金近17億元</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",https://news.google.com/rss/articles/CBMiuAJBVV95cUxQM1ctdXR1VFdqVGwxM3laS3dMU0NuU1o1dk45S1lUSHVHOEc5TmZtWmFkSG5fR1VTaHZsaVZTemFMYi1QZEhNV3FEQ09mMy1xeDZxV3g1R0h2bk83Y25xeFlBSGhRMFNNTUNYbVZ5TkZyaVE2SWg5VnZ6WlhaajdVSXJrV24zeEg1MDk2OFBTeV9vVjhTYVVzbkJLdVFnRUI2S0RVeWVMbkJOcHRkalhveTZqb3ptWG9QWFRLV0pwTlU3cHo3RkVhLUdXT1c3TXJ5c3RvWWZ6SFhHVkNJdmpvM05PVEdtSGx2TFN6Y05kWGVRWTZMcFhsOFJqWHNtdEpNY3lrdWd2SEhFYkNZTS1EMEJWRTM2aU80X2lteXVramw2TmVqdmJWeFhvTVA5ZVpSRGw3eVVDSTY?oc=5
2026-03-04,Richard C. Young & CO. 增持台積電股票 價值約55.9萬美元 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxNN3NHX3kwZWFBMElyNXR1YV9kQ21OU1BUcWRyOERGMzNja3JmUG9PUVZfV3kxU3pzNXVaYVdvRk9uTGVlZU9HbWoxa3hkTnJ4SlRnc3ZNMkd2OTcyTTNaVDhpR2ppTmZyOTVCd25uTFV0WDBsbTc5dHoteDZxUkVHTVYxVmtZZzlfWWUyMHVTTXpiWlhqaTE4SWFWUjBreVZibDBmZ1F6M2NVbm5LZGxzb29ycEUta3JDYXo4d0JKelg1RUFtazlERg?oc=5"" target=""_blank"">Richard C. Young & CO. 增持台積電股票 價值約55.9萬美元</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",https://news.google.com/rss/articles/CBMiyAFBVV95cUxNN3NHX3kwZWFBMElyNXR1YV9kQ21OU1BUcWRyOERGMzNja3JmUG9PUVZfV3kxU3pzNXVaYVdvRk9uTGVlZU9HbWoxa3hkTnJ4SlRnc3ZNMkd2OTcyTTNaVDhpR2ppTmZyOTVCd25uTFV0WDBsbTc5dHoteDZxUkVHTVYxVmtZZzlfWWUyMHVTTXpiWlhqaTE4SWFWUjBreVZibDBmZ1F6M2NVbm5LZGxzb29ycEUta3JDYXo4d0JKelg1RUFtazlERg?oc=5
2026-03-16,預言台積電漲到2千！他再發威：目標價3000 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMimAJBVV95cUxPaU9qaTJ4akxTZVlRTy1uMDNwd0xKakMzcnNTSU9POXM2djBRZG1ORlM0ZXFSb0tFQ0pZSDhCQW1SaEwxcjZIR2drWUI2S2tXM04xZE9hdGJ2NDZROWhBZi1hb2cxSVZhRDNsYWh0bjg2VjU1S0lZZWFjNlEweGpJTXJFWm92WV9KTW83T0RuQzNZdHZEUFZEX0pWdGlVMlNVUU9jRmNpR1Q0UjllWFp5V2Y1V19kS2h3RXpyazRMZ1F3eVZ3b1RTYTFkZ20tVGg0aDQ2WTdzeW9aNllESDBza3pfNXZoWlh3TzBYWmdwb280dEg1dzhRdS1veVRuSzR2bWtvQnBJajA3V0J4RlNWcHFXcENibU9H?oc=5"" target=""_blank"">預言台積電漲到2千！他再發威：目標價3000</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",https://news.google.com/rss/articles/CBMimAJBVV95cUxPaU9qaTJ4akxTZVlRTy1uMDNwd0xKakMzcnNTSU9POXM2djBRZG1ORlM0ZXFSb0tFQ0pZSDhCQW1SaEwxcjZIR2drWUI2S2tXM04xZE9hdGJ2NDZROWhBZi1hb2cxSVZhRDNsYWh0bjg2VjU1S0lZZWFjNlEweGpJTXJFWm92WV9KTW83T0RuQzNZdHZEUFZEX0pWdGlVMlNVUU9jRmNpR1Q0UjllWFp5V2Y1V19kS2h3RXpyazRMZ1F3eVZ3b1RTYTFkZ20tVGg0aDQ2WTdzeW9aNllESDBza3pfNXZoWlh3TzBYWmdwb280dEg1dzhRdS1veVRuSzR2bWtvQnBJajA3V0J4RlNWcHFXcENibU9H?oc=5
2026-03-04,機構投資人增持台積電股票 目標價上看391美元 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMixAJBVV95cUxOUk5xY0ZKaWN2emgxSEhNMHVDdnJxYjhaM1k4N2phSGVoaUxFRlEyZHNPOUxLVkVpSTZBMWk0akN0SlE1VzVjS3lRa1dfYUc3U1ZjNVdTdDZBWXBuX2J3MkMydVVlSVBzZk1YOGtxMmcyNVhWazJUOGdaX2J1VlpEbFYwQV9oR1pBSWRBSm02TDJnMkx5SmpKZ3RvNDBFd2RtcjhpalRZaW9PUFRtZHhCNmVvcWpmRlRBVDE4RFI4VXV3R0xhS04zaUhmbnNkV2xFbU9zeXJURkNHMHBjTXlNeTZYSnBfMDZwcVI0aW94VXlPblVJQ0dSTlVhNF9DU1VqV2M4c25IcFRoYV9sXzFfZlBmUDUtT3hnTG1IYlFoeHpyd3NFYmJMV19HZ0ZsS1hHSTVuUWUzenBjZFJrYnl2UXRvVlg?oc=5"" target=""_blank"">機構投資人增持台積電股票 目標價上看391美元</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",https://news.google.com/rss/articles/CBMixAJBVV95cUxOUk5xY0ZKaWN2emgxSEhNMHVDdnJxYjhaM1k4N2phSGVoaUxFRlEyZHNPOUxLVkVpSTZBMWk0akN0SlE1VzVjS3lRa1dfYUc3U1ZjNVdTdDZBWXBuX2J3MkMydVVlSVBzZk1YOGtxMmcyNVhWazJUOGdaX2J1VlpEbFYwQV9oR1pBSWRBSm02TDJnMkx5SmpKZ3RvNDBFd2RtcjhpalRZaW9PUFRtZHhCNmVvcWpmRlRBVDE4RFI4VXV3R0xhS04zaUhmbnNkV2xFbU9zeXJURkNHMHBjTXlNeTZYSnBfMDZwcVI0aW94VXlPblVJQ0dSTlVhNF9DU1VqV2M4c25IcFRoYV9sXzFfZlBmUDUtT3hnTG1IYlFoeHpyd3NFYmJMV19HZ0ZsS1hHSTVuUWUzenBjZFJrYnl2UXRvVlg?oc=5
2026-03-04,台積電飆逾5%衝1960元！市值回補逾2兆元 股市名師李永年看好續漲 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMinANBVV95cUxNUUlXNERhTGFnSUtabDRXVmw1RDltak43VEpSVTc3SndhUVFxTWdCX0JWZklqVndjbnBxUWxLYkVGVjFGeHRrRWhrTjdXdnFkN1FxdWhqdjlSV1hkdE1tZGJ5R21IdVRZa25MQjZCTDhqVW5TSXQxMU1rb1RIVEhmZHRtS0d1cGZWTklOZ0J4RDJmMXpQZmFNSDZ6WURXeUJQLXR0d1pEVHg1MUg4RW1SUnNBbUlCT3FSd3Rvby1SXzMzN3UtQl9HQmFKbEFtYWZSUUw4RVhFYkRpc01MTU5ONlh6bWtyekpPMzRSYlJDdUppbTFBcC1EN09peTRTdFh3TkNZdjM2Q2JUb3VDa3pnQlRxWGZmalBWdHVDd1hPYS14YWJTWU13VUZENnBUNXVNSTFfS0h4Skc0UXR3ZnIwWHlRdmRKUWNnX2Rla2hRdVhpMm1WU2NldmpKZGlvelN1Ymt4aWdpd1BIVFl5TmdZdkZONXlnLUFiR3BPUEpmRG9GSmZIOXFWMl82WmNxcFJKd2VqU2Z3UUViQUty?oc=5"" target=""_blank"">台積電飆逾5%衝1960元！市值回補逾2兆元 股市名師李永年看好續漲</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",https://news.google.com/rss/articles/CBMinANBVV95cUxNUUlXNERhTGFnSUtabDRXVmw1RDltak43VEpSVTc3SndhUVFxTWdCX0JWZklqVndjbnBxUWxLYkVGVjFGeHRrRWhrTjdXdnFkN1FxdWhqdjlSV1hkdE1tZGJ5R21IdVRZa25MQjZCTDhqVW5TSXQxMU1rb1RIVEhmZHRtS0d1cGZWTklOZ0J4RDJmMXpQZmFNSDZ6WURXeUJQLXR0d1pEVHg1MUg4RW1SUnNBbUlCT3FSd3Rvby1SXzMzN3UtQl9HQmFKbEFtYWZSUUw4RVhFYkRpc01MTU5ONlh6bWtyekpPMzRSYlJDdUppbTFBcC1EN09peTRTdFh3TkNZdjM2Q2JUb3VDa3pnQlRxWGZmalBWdHVDd1hPYS14YWJTWU13VUZENnBUNXVNSTFfS0h4Skc0UXR3ZnIwWHlRdmRKUWNnX2Rla2hRdVhpMm1WU2NldmpKZGlvelN1Ymt4aWdpd1BIVFl5TmdZdkZONXlnLUFiR3BPUEpmRG9GSmZIOXFWMl82WmNxcFJKd2VqU2Z3UUViQUty?oc=5
2026-02-27,還在等進場？台積電股價快追上股號 財經作家曝：9成台灣人沒持股 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMipANBVV95cUxPaEp4Y2VmUDEtNnRndnhqVmZfN2tVcnFQR0dXTVFHNzdMVVVfMkJTS0ZNT3QyRG5vRFNINEJRbHNZV003TXRvUTEwM1h6b0RlQ1B6dWRob2NsNFFyV1hVTVVmM0pSbFQ4STFpRmRuRUlCMktUa3pNMGlaRThEOWdDZmZCOVFMZFBWMDBRenBMSGtZNExLU3p1bzZkdlNzRHNNRDgzc1VTSjZNTUlrUkl5Sm5ZYUMwaUR5ZTBqSFhlY1ZuY3pmdUlTSnJCRWNSc1hRWDNBalBld3UwZnpTRmRJSGYxRXktdmRxZ1VxeThid3FVNDE5Snh4c3F0ZXhDNjNteGt6QWNlaE1CTjhrZktuNVdYSThwSndjXzFzZHFyMWNHOTk1dk1kTV8ycDItb0JLbk1kT1RwMkJrMC1vLWRRWGVrOXhxZURzRlJPb1huOGxGU2V4Zk9ma0Q5NjJSYVM5b3V4cjdPNTMwdGRjX1FMbGlrRExFQ3lGYmQ0STRmS0ZQdE51Snc3d21aRUsxZHlhZzRka2xna1FtVjd1aEhJVm5ueG0?oc=5"" target=""_blank"">還在等進場？台積電股價快追上股號 財經作家曝：9成台灣人沒持股</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",https://news.google.com/rss/articles/CBMipANBVV95cUxPaEp4Y2VmUDEtNnRndnhqVmZfN2tVcnFQR0dXTVFHNzdMVVVfMkJTS0ZNT3QyRG5vRFNINEJRbHNZV003TXRvUTEwM1h6b0RlQ1B6dWRob2NsNFFyV1hVTVVmM0pSbFQ4STFpRmRuRUlCMktUa3pNMGlaRThEOWdDZmZCOVFMZFBWMDBRenBMSGtZNExLU3p1bzZkdlNzRHNNRDgzc1VTSjZNTUlrUkl5Sm5ZYUMwaUR5ZTBqSFhlY1ZuY3pmdUlTSnJCRWNSc1hRWDNBalBld3UwZnpTRmRJSGYxRXktdmRxZ1VxeThid3FVNDE5Snh4c3F0ZXhDNjNteGt6QWNlaE1CTjhrZktuNVdYSThwSndjXzFzZHFyMWNHOTk1dk1kTV8ycDItb0JLbk1kT1RwMkJrMC1vLWRRWGVrOXhxZURzRlJPb1huOGxGU2V4Zk9ma0Q5NjJSYVM5b3V4cjdPNTMwdGRjX1FMbGlrRExFQ3lGYmQ0STRmS0ZQdE51Snc3d21aRUsxZHlhZzRka2xna1FtVjd1aEhJVm5ueG0?oc=5
2026-03-24,把專業化成服務 台積電邁入大志工時代擴及海外 - Yahoo股市,"<a href=""https://news.google.com/rss/articles/CBMi2AJBVV95cUxNMlRuTlkwUW1naXZUeU9MWVhuMUVwWmg1amNrcnhuUm5ueUtjR2ItQ1VFMTRJTk5DWDF5VTNLYVQtQkJzLXpMTXJJWno1b3RzUHBnTmEzVk9EbUNoMHBIaEtzcmd2VDBKWkpNVGhidkcxMUpScVRLVFBrR0JhNjJpSmRfN01wYkpGeHJ0UXNKd09NT3V5dXI3eDBwVVVpX3o5aU5fM0lmdGdobVEtUld3WVI5ank4akpwTmVQUXZWYmhPWDRfbmd6YkJjbjJUT2d3S3ZaWkRkU2dqblc1ODFfYkF6aGFld2pKXy12cnlVeUU3Ny13WTJYdWxDcTFHY21VVVpJUHVrdUZDamU5d3RENDZwQ01hN3p0SzRzaExrQVlXSC1xV19KX0poYkJwYmVKa2x3WU9uRndNR2haYjFyVTZhX1RNSDZuN29uQ3Q1SFBYbGxDa2FWaw?oc=5"" target=""_blank"">把專業化成服務 台積電邁入大志工時代擴及海外</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo股市</font>",https://news.google.com/rss/articles/CBMi2AJBVV95cUxNMlRuTlkwUW1naXZUeU9MWVhuMUVwWmg1amNrcnhuUm5ueUtjR2ItQ1VFMTRJTk5DWDF5VTNLYVQtQkJzLXpMTXJJWno1b3RzUHBnTmEzVk9EbUNoMHBIaEtzcmd2VDBKWkpNVGhidkcxMUpScVRLVFBrR0JhNjJpSmRfN01wYkpGeHJ0UXNKd09NT3V5dXI3eDBwVVVpX3o5aU5fM0lmdGdobVEtUld3WVI5ank4akpwTmVQUXZWYmhPWDRfbmd6YkJjbjJUT2d3S3ZaWkRkU2dqblc1ODFfYkF6aGFld2pKXy12cnlVeUU3Ny13WTJYdWxDcTFHY21VVVpJUHVrdUZDamU5d3RENDZwQ01hN3p0SzRzaExrQVlXSC1xV19KX0poYkJwYmVKa2x3WU9uRndNR2haYjFyVTZhX1RNSDZuN29uQ3Q1SFBYbGxDa2FWaw?oc=5
2026-03-22,台積電股東人數增至246萬人 再創新高 - Yahoo新聞,"<a href=""https://news.google.com/rss/articles/CBMijAJBVV95cUxOX3QzakxBSTktVkJpTUEyczNTQnh6c2xSZlFjb1g1WkQtcmx4ZDR4d2lhTVl2YWZaNUozTDUzZl9ZcVFVU1d4Q0xkQVBLVDY3N1FtcG5WQ0F1Ynd6eHFKaUJMVEhXbUp6NmZKVUsxSmR2eG00Z2doQ29OcVRqNU5XU2FmTG55QmJ2OGNaQzdiTWdJblFpNFBVLXpKRDdhNmttMFcxUDZ5Y3IwT2ZGX1J6N0lvV1JaTjZmZlJZbWhZMEVDWTNrRGUyVlhsQlVDdlBLNmJJTkYzZ3g4WGEzQmRIckZiXzZxeFBYX2FISTJ2b2JRX3hfdWVYTzhpc2ZDdDNFVkRrbEdmNFlpSXR1?oc=5"" target=""_blank"">台積電股東人數增至246萬人 再創新高</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo新聞</font>",https://news.google.com/rss/articles/CBMijAJBVV95cUxOX3QzakxBSTktVkJpTUEyczNTQnh6c2xSZlFjb1g1WkQtcmx4ZDR4d2lhTVl2YWZaNUozTDUzZl9ZcVFVU1d4Q0xkQVBLVDY3N1FtcG5WQ0F1Ynd6eHFKaUJMVEhXbUp6NmZKVUsxSmR2eG00Z2doQ29OcVRqNU5XU2FmTG55QmJ2OGNaQzdiTWdJblFpNFBVLXpKRDdhNmttMFcxUDZ5Y3IwT2ZGX1J6N0lvV1JaTjZmZlJZbWhZMEVDWTNrRGUyVlhsQlVDdlBLNmJJTkYzZ3g4WGEzQmRIckZiXzZxeFBYX2FISTJ2b2JRX3hfdWVYTzhpc2ZDdDNFVkRrbEdmNFlpSXR1?oc=5
